Cross_ID,Entry,WDR,HD,PM,Height
UX1989,UX1989-13,1.39884843355758,97.136546747584,0.361889052213683,84.8254780727392
UX1989,UX1989-131,1.99206740842265,93.936951310397,0.867117640448939,87.346717121856
UX1989,UX1989-132,1.39206740842265,97.652189619482,0.867117640448938,87.751020534496
UX1989,UX1989-133,1.59206740842265,93.5645693500122,2.29568906902037,92.7602622487371
UX1989,UX1989-134,1.99206740842265,93.6579940226494,1.97448571841929,82.3060652134138
UX1989,UX1989-135,1.79206740842265,94.1578209697009,0.214704894406681,93.6499658392126
UX1989,UX1989-136,1.59206740842265,97.1052956604488,1.99442641791624,98.0775737840783
UX1989,UX1989-137,1.79206740842265,95.4104436664833,0.633139096552306,90.9525922965013
UX1989,UX1989-138,1.19206740842265,97.4177761438931,1.63728356077338,88.803062386668
UX1989,UX1989-139,1.79206740842265,95.1662823721906,1.99442641791624,94.5976666295477
UX1989,UX1989-14,1.93635374848762,93.9749785600255,3.15715894111309,95.4017690448496
UX1989,UX1989-140,1.99206740842265,93.1992372360452,3.00997478330608,89.24563173258
UX1989,UX1989-141,1.39206740842265,96.8274228191295,2.35156927505909,85.2038892750345
UX1989,UX1989-142,1.19206740842265,98.9874550849787,3.00997478330608,91.4335324439446
UX1989,UX1989-143,2.19206740842265,92.7189880882006,1.58140335473465,93.2357771336853
UX1989,UX1989-144,1.03782621015775,101.711050013818,1.99442641791624,91.5299911144791
UX1989,UX1989-146,1.79206740842265,98.1859326532879,3.00997478330608,84.1899605400623
UX1989,UX1989-147,2.39206740842265,90.1532972800917,1.58140335473465,84.6774457489464
UX1989,UX1989-148,1.99206740842265,95.4313986688769,2.29568906902037,79.3928038049635
UX1989,UX1989-15,1.53635374848762,96.5646743511807,2.44287322682737,95.2393878098552
UX1989,UX1989-16,1.73635374848762,94.9906139853969,0.361889052213683,96.5490457660913
UX1989,UX1989-17,1.53635374848762,97.7521913710384,1.01430179825594,95.4833838406018
UX1989,UX1989-18,1.33635374848762,95.8394678428161,3.15715894111308,85.0484030965731
UX1989,UX1989-19,0.991868229205178,96.7879228347016,2.44287322682737,92.5744028700046
UX1989,UX1989-2,1.33635374848762,99.5039177657277,1.31781145487195,92.0236508845347
UX1989,UX1989-20,1.73635374848762,93.4514422206854,1.01430179825594,88.1256371327502
UX1989,UX1989-21,1.53635374848762,93.1336703281268,1.8157123108929,84.0365352371617
UX1989,UX1989-22,2.13635374848762,89.1037660684022,0.361889052213683,85.2429372061316
UX1989,UX1989-23,2.13635374848762,91.9689085762748,1.01430179825594,95.0985496051129
UX1989,UX1989-24,1.93635374848762,92.0085519770271,1.11723851741826,90.1838946519112
UX1989,UX1989-25,1.33635374848762,95.7768681634515,1.01430179825594,102.413226008407
UX1989,UX1989-26,1.93635374848762,96.0766670156955,1.01430179825594,88.911791118046
UX1989,UX1989-27,1.93635374848762,92.057540031487,2.52999802517861,94.4459186761
UX1989,UX1989-28,1.73635374848762,95.2692502808982,2.03209716915767,95.4928146795495
UX1989,UX1989-29,1.53635374848762,95.8699287122816,1.72858751254166,97.833798746069
UX1989,UX1989-3,1.33635374848762,95.0641580121616,1.72858751254166,90.6448685225729
UX1989,UX1989-30,1.93635374848762,95.9572353415223,1.72858751254166,91.7848976056119
UX1989,UX1989-31,1.73635374848762,94.2854197558311,1.81291059179185,91.1251814469001
UX1989,UX1989-32,1.53635374848762,92.3216589004705,2.44287322682737,82.6550057471624
UX1989,UX1989-33,1.73635374848762,96.4843308329781,0.864927779439157,93.5862720409881
UX1989,UX1989-34,1.33635374848762,99.7100567530887,0.864927779439157,95.3040250615039
UX1989,UX1989-35,1.73635374848762,92.7798086546344,1.08167090865778,90.3218276851187
UX1989,UX1989-37,1.73635374848762,95.4053790971778,1.01430179825594,87.7576222742317
UX1989,UX1989-38,1.19717230913768,95.4022954078348,3.15715894111308,83.885642932305
UX1989,UX1989-39,1.17355171581354,94.0859293573749,0.361889052213683,88.1454176507269
UX1989,UX1989-4,1.39884843355758,95.3787058767519,1.01430179825594,88.66287213751
UX1989,UX1989-40,1.73635374848762,93.5742773726262,1.01430179825594,92.7895281233417
UX1989,UX1989-41,1.33635374848762,96.1775404114766,3.15715894111308,88.1465358737031
UX1989,UX1989-42,1.53635374848762,93.3989465422676,1.67495431201481,89.1801518375489
UX1989,UX1989-43,1.93635374848762,94.5261289604181,2.44287322682737,85.6226244248614
UX1989,UX1989-44,1.53635374848762,97.2699140607223,1.72858751254165,93.8423474274164
UX1989,UX1989-45,1.93635374848762,91.4787312161225,1.01430179825594,79.3387934959779
UX1989,UX1989-46,1.33635374848762,97.6507922080669,2.17285516803575,90.7525080025765
UX1989,UX1989-47,1.19717230913768,98.3571958547089,1.38322656887008,90.6181148162481
UX1989,UX1989-48,1.42390653327898,98.7181230323845,3.15715894111308,96.9906586514942
UX1989,UX1989-49,1.19717230913768,98.2638945476328,0.668369487306789,90.9312183617116
UX1989,UX1989-5,1.73635374848762,95.4089736517596,3.15715894111308,87.7671788341912
UX1989,UX1989-50,1.73635374848762,94.4237610912124,1.67495431201481,86.9832047775395
UX1989,UX1989-51,2.13635374848762,89.3613831916119,1.01430179825594,93.9625825421817
UX1989,UX1989-52,1.19717230913768,99.1864631902548,1.67495431201481,92.5241317295406
UX1989,UX1989-53,1.53635374848762,96.4273055258527,1.72858751254165,95.1284129551976
UX1989,UX1989-54,1.33635374848762,96.7412500554505,2.44287322682737,86.6014700379756
UX1989,UX1989-55,1.93635374848762,94.3742776349088,1.5217437126388,93.6490292359744
UX1989,UX1989-57,1.93635374848762,94.8461259569909,3.15715894111308,88.4743850942837
UX1989,UX1989-59,1.33635374848762,95.8817610962714,0.668369487306789,93.7343691760236
UX1989,UX1989-6,0.991868229205177,96.4157799419765,2.03209716915767,89.0461294520566
UX1989,UX1989-60,2.13635374848762,88.3645687627375,1.5217437126388,88.0842365562808
UX1989,UX1989-61,1.17355171581354,99.4330380002366,1.72858751254165,92.4477280999248
UX1989,UX1989-62,0.991868229205177,104.040926369221,3.15715894111308,92.736381016595
UX1989,UX1989-63,1.73635374848762,93.2545119238378,1.72858751254165,95.2281587114033
UX1989,UX1989-64,1.93635374848762,92.7826888872402,1.01430179825594,93.5757480993652
UX1989,UX1989-65,1.33635374848762,94.4673182407359,1.93151026308392,89.3396614829521
UX1989,UX1989-66,1.53635374848762,95.6446376814835,1.40108108695092,87.5704615051752
UX1989,UX1989-67,0.991868229205177,99.7458560267573,1.40108108695092,88.7335737073159
UX1989,UX1989-68,1.73635374848762,94.1075570196748,1.8157123108929,89.613955896304
UX1989,UX1989-69,1.93635374848762,96.1669011856833,0.361889052213682,91.0096449537113
UX1989,UX1989-7,1.66421057845514,97.0779524387402,1.65442441169817,96.1300314309605
UX1989,UX1989-70,1.73635374848762,95.4112178627219,1.72858751254165,92.5867148383844
UX1989,UX1989-72,1.59206740842265,98.8233781576697,1.33058348553993,92.6027454081329
UX1989,UX1989-74,1.59206740842265,96.6978372462188,0.942767018541893,100.886125688543
UX1989,UX1989-76,1.79206740842265,93.9369151267841,0.214704894406681,92.4828387837206
UX1989,UX1989-78,2.19206740842265,94.4554655380699,0.867117640448939,81.8389167620737
UX1989,UX1989-8,1.33635374848762,96.28603492958,2.44287322682737,95.5292275912199
UX1989,UX1989-80,1.79206740842265,96.0593701217863,1.06131364381623,95.1266153349022
UX1989,UX1989-81,1.79206740842265,93.8846621170959,0.867117640448939,91.0394452468622
UX1989,UX1989-82,1.99206740842265,92.4973632679504,1.34770230113041,87.1665267722076
UX1989,UX1989-83,1.79206740842265,96.4508909398309,1.28014070363052,92.8300335091402
UX1989,UX1989-84,1.19206740842265,97.5570680124878,3.00997478330608,90.0056621597897
UX1989,UX1989-85,2.19206740842265,91.4320821972583,2.29568906902037,84.2189357980415
UX1989,UX1989-86,2.39206740842265,91.1636123094217,0.86711764044894,89.7806058941388
UX1989,UX1989-87,1.59206740842265,93.3050909989951,0.867117640448939,93.6466052743093
UX1989,UX1989-88,1.99206740842265,92.010288880829,0.867117640448939,91.7506068452568
UX1989,UX1989-89,1.99206740842265,92.7682625295042,1.58140335473465,94.4102299737584
UX1989,UX1989-9,1.76421057845514,96.8724493634993,1.73760932550682,89.2864659949703
UX1989,UX1989-90,1.79206740842265,100.13625450607,1.58140335473465,91.7756837300943
UX1989,UX1989-91,1.99206740842265,93.0304837291805,1.34770230113041,97.430265064986
UX1989,UX1989-92,1.39206740842265,95.7502135404264,2.29568906902037,90.071352406258
UX1989,UX1989-93,1.19206740842265,97.665423620362,3.00997478330608,90.4744726637623
UX1989,UX1989-94,1.59206740842265,100.705484896273,1.58140335473465,94.4666449032559
UX1989,UX1989-95,1.79206740842265,97.7252709506836,0.214704894406681,96.0396794571704
UX1989,UX1989-96,1.49101244966461,98.3756170737831,1.58140335473465,82.3161418115692
UX1989,UX1989-98,1.99206740842265,92.1320014609695,2.35156927505909,84.2727349307026
UX1989,UX1989-99,1.99206740842265,95.610882241437,1.26020000413357,96.2872999036587
UX1991,UX1991-1,2.30443085736093,91.73164592295,1.36494911210157,84.2967734311147
UX1991,UX1991-10,1.90443085736093,96.5447463455618,1.54494543556169,92.5339687021821
UX1991,UX1991-100,2.17506357895304,99.0540004160703,0.546480054710843,104.88170599338
UX1991,UX1991-101,1.57506357895304,103.423734109276,1.0230048679802,91.9662191451884
UX1991,UX1991-103,1.57506357895304,121.335414623768,2.07357946106051,113.997932460184
UX1991,UX1991-109,1.77506357895304,95.4413054468015,1.55356114258918,91.0633308037582
UX1991,UX1991-11,2.10443085736093,95.0281300707339,1.95594326424879,93.800783181424
UX1991,UX1991-110,1.17506357895304,108.548871348318,0.956083939237656,109.593817264077
UX1991,UX1991-111,2.10683723988594,94.6970462854738,1.49854197518327,93.511608637905
UX1991,UX1991-113,2.17506357895304,93.3912528158514,0.876721994891329,83.0315061913087
UX1991,UX1991-114,1.86964465020672,96.6009510259305,1.61943965929038,92.8492180994876
UX1991,UX1991-115,1.57506357895304,103.774136795028,1.55356114258918,101.687458701754
UX1991,UX1991-117,1.37506357895304,96.7426818099887,2.26784685687489,87.4610082782287
UX1991,UX1991-12,2.30443085736093,99.4681900763291,1.28487863496047,103.782079578458
UX1991,UX1991-122,1.57506357895304,100.791426158252,2.26784685687489,95.7876084405328
UX1991,UX1991-124,1.77506357895304,101.163414174628,1.59124874781631,89.9971369846842
UX1991,UX1991-125,2.17506357895304,94.7901608464007,2.07357946106051,86.9631985182821
UX1991,UX1991-129,1.77506357895304,98.1303459509326,1.24056438048078,100.643647155869
UX1991,UX1991-13,2.10443085736093,98.0219766937735,0.594600982036449,92.2239237255207
UX1991,UX1991-131,1.77506357895304,101.283698701707,2.98213257116061,95.8502895356899
UX1991,UX1991-132,2.17506357895304,95.1980624911327,1.49854197518327,83.0711788044463
UX1991,UX1991-134,1.37506357895304,107.018218478296,1.19641828544632,100.219968697406
UX1991,UX1991-137,1.57506357895304,99.5487998930089,1.81032955655712,100.967950596281
UX1991,UX1991-139,1.77506357895304,99.8697369375398,1.7578455256884,106.14793389083
UX1991,UX1991-14,1.30443085736093,119.937319885014,1.65433258163005,101.126937323012
UX1991,UX1991-141,1.17506357895304,116.899700617617,1.55356114258918,109.1425538662
UX1991,UX1991-142,1.57506357895304,106.264066727197,3.06273156465382,93.368942730727
UX1991,UX1991-143,2.17506357895304,100.863945101335,2.62498971401775,99.5965274276804
UX1991,UX1991-144,2.37506357895304,96.7770356613489,1.28363459962953,105.455557647121
UX1991,UX1991-145,1.57506357895304,103.397016497144,1.91070399973203,99.3830662413734
UX1991,UX1991-146,1.97506357895304,98.7298006764828,0.956083939237656,100.675151139972
UX1991,UX1991-147,1.97506357895304,97.1726251340493,0.820382474415219,96.1768516922267
UX1991,UX1991-148,1.17506357895304,116.542089946144,2.62498971401775,104.385861522041
UX1991,UX1991-149,1.77506357895304,103.668007701645,2.26784685687489,92.0365533836073
UX1991,UX1991-151,2.17506357895304,93.7791762408658,0.956083939237656,90.2683956525677
UX1991,UX1991-152,1.24507024680507,104.361407724602,2.9821325711606,103.313892238948
UX1991,UX1991-153,1.57506357895304,99.6808630494812,1.91070399973203,97.440709381886
UX1991,UX1991-155,2.37506357895304,91.0661438584929,2.11238178834935,85.6982914059363
UX1991,UX1991-156,1.97506357895304,100.944677601458,2.26784685687489,104.657714554238
UX1991,UX1991-158,1.97506357895304,99.7966695944747,2.62498971401775,97.6480758310339
UX1991,UX1991-159,1.57506357895304,101.422650910963,1.91070399973203,96.1840446884381
UX1991,UX1991-160,1.57506357895304,94.7809481165611,0.546480054710842,89.9560805492347
UX1991,UX1991-165,1.37506357895304,113.482012393514,2.11238178834935,107.468054630058
UX1991,UX1991-166,1.17506357895304,105.042366603336,1.37085242112212,97.0373225886475
UX1991,UX1991-169,1.37506357895304,119.143884332461,1.94289591560693,106.686552501387
UX1991,UX1991-17,1.90443085736093,99.0911638423134,0.594600982036449,97.8685700170615
UX1991,UX1991-170,1.37506357895304,105.214732837563,2.98213257116061,97.8022588371843
UX1991,UX1991-171,1.77506357895304,101.274599241096,1.19641828544632,94.1854166440824
UX1991,UX1991-173,1.17506357895304,116.861798289289,0.956083939237656,91.4206141340285
UX1991,UX1991-174,1.57506357895304,106.868871752363,2.01854164079545,100.077082380622
UX1991,UX1991-175,1.57506357895304,103.733019752356,2.01854164079545,94.193478313019
UX1991,UX1991-177,2.10443085736093,100.603284628748,2.19403850234402,99.515014288276
UX1991,UX1991-178,1.37506357895304,113.235577462508,2.62498971401775,112.692763670727
UX1991,UX1991-179,1.77506357895304,95.3828243260211,2.18099115370217,91.9646272301364
UX1991,UX1991-18,1.50443085736093,95.631673574654,1.57189049944236,97.3293019005489
UX1991,UX1991-180,1.17506357895304,102.496725873024,1.55356114258918,98.9504470200949
UX1991,UX1991-181,1.50443085736093,99.6865206332691,2.60181451661351,101.694250589069
UX1991,UX1991-182,1.50443085736093,105.254258726294,1.36494911210157,95.7777490857448
UX1991,UX1991-188,2.30443085736093,92.2339110016481,1.54494543556169,88.6423063158534
UX1991,UX1991-19,1.70443085736093,94.1449981482911,1.02619914784251,94.9153893259848
UX1991,UX1991-196,2.10443085736093,94.0079501753517,2.19403850234402,94.4341279488315
UX1991,UX1991-199,1.90443085736093,96.7485811541426,1.54494543556169,96.8072823689712
UX1991,UX1991-2,1.50443085736093,99.0364403300607,0.594600982036449,92.9572974172539
UX1991,UX1991-20,1.90443085736093,97.5327479618379,2.19403850234402,88.5897140569648
UX1991,UX1991-200,1.97506357895304,102.98223425847,1.69584473180116,92.5213867409604
UX1991,UX1991-201,1.77506357895304,94.7625414318399,2.26784685687489,88.8328270785134
UX1991,UX1991-202,2.17506357895304,90.4312520866659,0.546480054710842,86.9462866154486
UX1991,UX1991-203,1.37506357895304,117.08754236288,2.62498971401775,98.2090550361951
UX1991,UX1991-204,1.37506357895304,103.928095854239,0.546480054710842,100.825325894513
UX1991,UX1991-21,1.70443085736093,104.896985585715,0.594600982036449,102.511830470935
UX1991,UX1991-22,1.50443085736093,105.051587679896,0.79692570539788,99.2599937911799
UX1991,UX1991-23,2.50443085736093,97.344968979017,0.594600982036449,94.8839222695641
UX1991,UX1991-25,2.50443085736093,92.3005645369743,1.02619914784251,88.7687046980472
UX1991,UX1991-29,1.50443085736093,114.41006926644,1.07918144907713,103.729354191789
UX1991,UX1991-3,1.50443085736093,102.612287070717,1.36494911210157,96.9303638538009
UX1991,UX1991-30,1.90443085736093,93.4326083296742,0.594600982036449,96.9504398506444
UX1991,UX1991-34,1.70443085736093,99.5510006167956,0.594600982036449,101.180231398969
UX1991,UX1991-35,2.30443085736093,98.7610463155424,1.95594326424879,99.4874879838619
UX1991,UX1991-36,1.90443085736093,99.7836475223019,1.75053373533726,99.6076839830772
UX1991,UX1991-37,1.50443085736093,95.4764562786293,1.28487863496047,93.9251479881378
UX1991,UX1991-38,1.30443085736093,114.592584319297,1.02619914784251,97.4470503260594
UX1991,UX1991-39,1.84759405413112,92.5861655680433,3.08104803635754,93.5379366491001
UX1991,UX1991-4,1.90443085736093,95.2871987745625,1.83463040537915,91.6806488945534
UX1991,UX1991-41,2.50443085736093,90.5392446029166,1.54494543556169,89.5447190940399
UX1991,UX1991-42,1.30443085736093,100.965405197468,1.28487863496047,102.567290695466
UX1991,UX1991-43,2.30443085736093,89.9239107579971,0.866137048642915,88.2860941866886
UX1991,UX1991-44,1.90443085736093,91.0021951301955,2.43213374043926,93.6516805922937
UX1991,UX1991-47,1.30443085736093,103.330933062812,1.36494911210157,91.131298297745
UX1991,UX1991-48,1.50443085736093,100.75239216796,1.02619914784251,98.2955507702746
UX1991,UX1991-5,1.90443085736093,93.5374678547669,2.06894790375099,90.6735784036053
UX1991,UX1991-51,1.70443085736093,114.136106804881,0.594600982036449,107.799931752805
UX1991,UX1991-52,2.10443085736093,98.8940239401697,1.47975278805831,89.6717924482563
UX1991,UX1991-53,1.90443085736093,99.5874170049844,1.31028287917145,98.9083791771178
UX1991,UX1991-55,1.50443085736093,98.4900274891946,0.594600982036449,97.4287764958476
UX1991,UX1991-58,1.70443085736093,95.0488372244362,2.6702289785345,85.6043686301214
UX1991,UX1991-59,1.30443085736093,93.8373821961602,2.3324420024429,97.3140271424118
UX1991,UX1991-6,1.90443085736093,97.7990006685274,1.02619914784251,95.4536794648306
UX1991,UX1991-60,2.10443085736093,93.4471257882368,0.594600982036449,95.4659456910236
UX1991,UX1991-62,1.50443085736093,105.067431982709,2.19403850234402,97.7950386011558
UX1991,UX1991-63,1.50443085736093,96.9704600121716,1.24165754996307,89.1986472301203
UX1991,UX1991-64,1.90443085736093,93.648736658399,1.07918144907713,93.4549383228121
UX1991,UX1991-67,2.30443085736093,91.401561347117,1.57189049944236,89.6136973985003
UX1991,UX1991-69,2.30443085736093,90.2512648330638,2.43213374043926,91.4267687000545
UX1991,UX1991-7,1.30443085736093,117.046861203185,1.07918144907713,102.824153364663
UX1991,UX1991-70,1.90443085736093,102.364569509047,0.594600982036449,94.3073604183312
UX1991,UX1991-71,2.10443085736093,96.1867218230463,1.71784802615355,96.6851214690547
UX1991,UX1991-72,1.90443085736093,91.1223404693615,1.71784802615355,86.3333385893261
UX1991,UX1991-73,1.50443085736093,104.63874644421,2.90832421662974,95.4445553833629
UX1991,UX1991-74,2.30443085736093,89.339852860828,0.866137048642915,84.3910392400634
UX1991,UX1991-75,2.30443085736093,91.2343222345421,1.54494543556169,84.6345871600725
UX1991,UX1991-78,1.70443085736093,104.441826851438,0.866137048642915,98.6785988730475
UX1991,UX1991-79,1.50443085736093,94.6950600770064,2.43213374043926,87.3386387934259
UX1991,UX1991-8,2.50443085736093,87.23161961428,1.95594326424879,89.1266211861771
UX1991,UX1991-80,1.70443085736093,98.7573283144093,0.594600982036449,99.0014437017658
UX1991,UX1991-81,2.10443085736093,99.2957560557533,1.0500058323632,96.3482492343991
UX1991,UX1991-82,1.30443085736093,97.2398628470703,2.43213374043926,90.9041164329389
UX1991,UX1991-83,1.90443085736093,102.226758694645,1.31028287917145,102.323781153649
UX1991,UX1991-84,2.17506357895304,92.9200193852933,2.28051918009415,89.5026425569826
UX1991,UX1991-85,1.24507024680507,97.348334077351,1.91070399973203,87.4586223901718
UX1991,UX1991-86,1.97506357895304,97.7568362831868,1.24056438048078,92.8652714239759
UX1991,UX1991-87,1.57506357895304,96.2188833330478,2.98213257116061,89.3590532302476
UX1991,UX1991-89,1.77506357895304,100.954512900895,0.876721994891329,90.5496326048768
UX1991,UX1991-9,1.43579821800689,100.317849688227,1.85832023431114,93.70598482468
UX1991,UX1991-90,1.01934031204053,102.257490107132,2.26784685687489,87.8339379303287
UX1991,UX1991-91,1.97506357895304,95.3520832133461,1.19641828544632,94.2282670484918
UX1991,UX1991-92,1.57506357895304,98.1827234167342,2.41908639179741,95.2269558823027
UX1991,UX1991-93,1.57506357895304,104.551559522814,0.546480054710842,99.5169990771892
UX1991,UX1991-95,1.37506357895304,96.3471435154202,1.55356114258918,94.9832287226187
UX1991,UX1991-97,1.77506357895304,99.8704261240188,0.820382474415219,94.8938867543545
UX1991,UX1991-98,1.97506357895304,91.1573725373897,1.19641828544632,90.7828924007893
UX1991,UX1991-99,1.77506357895304,98.8666560567018,1.60567913214728,102.699291328179
UX1992,UX1992-10,1.40439396677229,100.899574457947,2.57161593938653,85.3449605961921
UX1992,UX1992-100,0.800068045867871,104.580447650121,3.19041443377125,83.1168929986071
UX1992,UX1992-101,0.882604601262396,107.939287440821,2.10948381761413,90.5496632383312
UX1992,UX1992-102,1.50711998959367,98.4527924749634,0.852352443384888,81.6105657525449
UX1992,UX1992-106,1.40439396677229,98.2012415908425,0.852352443384888,83.3869681068397
UX1992,UX1992-110,1.05352349665659,104.680479975164,0.870650172242461,94.5623246687969
UX1992,UX1992-113,1.12262326596723,100.236619843498,0.624445327482794,85.6350737399812
UX1992,UX1992-114,1.20439396677229,101.618046014844,2.10948381761413,77.9743083467394
UX1992,UX1992-116,1.40439396677229,97.3768051465413,1.95059400042067,90.0126802828686
UX1992,UX1992-117,1.05352349665659,99.5876311748187,1.26246817005903,88.4054186726254
UX1992,UX1992-118,1.20439396677229,100.754778141161,1.85733022510081,85.4485139956708
UX1992,UX1992-119,1.60439396677229,99.5072316549543,0.852352443384888,86.5558152019258
UX1992,UX1992-121,1.20439396677229,102.265293426601,0.870650172242461,87.7490074213889
UX1992,UX1992-124,1.05352349665659,102.42112278947,2.58567429380461,86.2170999419916
UX1992,UX1992-125,1.07418024771466,102.628721167391,1.67743670458673,92.3420712623159
UX1992,UX1992-126,1.20439396677229,98.4454588521319,0.852352443384888,84.832617047149
UX1992,UX1992-129,1.40439396677229,96.2879932666832,1.1430445108151,89.8524510865504
UX1992,UX1992-132,0.882604601262396,105.233569270677,1.95059400042067,79.7519703848827
UX1992,UX1992-134,1.40439396677229,97.8417812304234,2.58567429380461,87.2464424271305
UX1992,UX1992-135,0.800068045867871,103.939499189023,1.34342268886049,89.4189290759642
UX1992,UX1992-137,1.20439396677229,101.714151712947,1.26246817005903,86.4190169483223
UX1992,UX1992-140,1.20439396677229,97.9528034086715,2.21447308224367,93.1027367794075
UX1992,UX1992-144,1.40439396677229,101.397913657111,1.27166239891124,90.5965931291433
UX1992,UX1992-146,1.40439396677229,99.2207505456287,0.490765347221114,100.210195413553
UX1992,UX1992-147,1.1190950468161,99.8411579105535,0.872594080610857,89.5729209631054
UX1992,UX1992-149,0.882604601262396,107.387249661227,2.92875879652938,84.8952735595233
UX1992,UX1992-153,0.882604601262396,104.350828188422,1.95059400042067,95.0574460782348
UX1992,UX1992-154,0.98466848541535,100.911154816344,0.872594080610857,93.9010591784626
UX1992,UX1992-157,1.3190950468161,100.771130997672,1.76184300519982,93.7858282007467
UX1992,UX1992-159,0.882604601262396,106.834329558452,1.25773648535912,86.1971913657548
UX1992,UX1992-160,1.20439396677229,102.853729011563,0.490765347221114,88.1316199806484
UX1992,UX1992-161,1.60439396677229,98.5406990391313,0.852352443384888,89.6405195178028
UX1992,UX1992-162,1.40439396677229,101.574624313906,0.490765347221114,85.1247375558746
UX1992,UX1992-163,1.60439396677229,96.8990966648793,2.34757905570937,81.2975131858897
UX1992,UX1992-165,0.882604601262396,104.312453139929,1.50018736795795,88.0771517151171
UX1992,UX1992-166,1.3190950468161,99.372977515747,1.32348962048097,86.4602589230497
UX1992,UX1992-167,1.40439396677229,98.6771207967683,0.490765347221114,86.2683051017688
UX1992,UX1992-170,1.40439396677229,95.9545812021407,0.490765347221114,89.9517990052445
UX1992,UX1992-171,1.40439396677229,95.3397948339987,0.97361976902717,80.1855761091095
UX1992,UX1992-173,1.05352349665659,102.174210539005,0.490765347221114,88.5438243811257
UX1992,UX1992-174,1.20439396677229,101.485716731805,3.28590165367224,88.3185271500168
UX1992,UX1992-175,1.05352349665659,102.919216214497,1.4301755129252,92.1154961750466
UX1992,UX1992-180,1.40439396677229,100.889613087567,1.23418579278793,88.6782046888661
UX1992,UX1992-181,1.40439396677229,101.12204285797,1.83573990756743,82.580971619193
UX1992,UX1992-182,0.974932396746787,103.121601625969,3.19041443377125,95.3967023678879
UX1992,UX1992-190,1.20439396677229,102.85092222625,2.21447308224367,86.5300358093758
